lon,lat
62.76201171875,52.5410563151042
62.76201171875,52.5410563151042
62.76201171875,52.5410563151042
62.7620035807292,52.5410563151042
62.76201171875,52.5410563151042
62.76201171875,52.541064453125
62.76201171875,52.541064453125
62.7620035807292,52.541064453125
62.76201171875,52.541064453125
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.541064453125
62.76201171875,52.541064453125
62.76201171875,52.541064453125
62.76201171875,52.5410563151042
62.76201171875,52.5410563151042
62.76201171875,52.5410563151042
62.76201171875,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.76201171875,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410481770833
62.7620035807292,52.5410400390625
62.7620035807292,52.5410400390625
62.7620035807292,52.5410400390625
62.7620035807292,52.5410400390625
62.76201171875,52.5410319010417
62.76201171875,52.5410319010417
62.76201171875,52.5410319010417
62.76201171875,52.5410319010417
62.76201171875,52.5410319010417
62.76201171875,52.5410319010417
62.76201171875,52.5410319010417
62.76201171875,52.5410400390625
62.76201171875,52.5410400390625
62.76201171875,52.5410400390625
62.76201171875,52.5410481770833
62.7620198567708,52.5410481770833
62.76201171875,52.5410563151042
62.76201171875,52.5410563151042
62.7620198567708,52.5410563151042
62.7620198567708,52.541064453125
62.76201171875,52.541064453125
62.76201171875,52.541064453125
62.76201171875,52.5410725911458
62.76201171875,52.5410725911458
62.7620035807292,52.5410725911458
62.7620035807292,52.5410725911458
62.7620035807292,52.5410725911458
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.541064453125
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.7620035807292,52.5410563151042
62.76201171875,52.5410481770833
62.76201171875,52.5410481770833
62.76201171875,52.5410481770833
62.7620849609375,52.5410481770833
62.7620849609375,52.5410481770833
62.7620849609375,52.5410481770833
62.7620930989583,52.5410481770833
62.7620930989583,52.5410481770833
62.7620930989583,52.5410563151042
62.7621012369792,52.5410563151042
62.7621012369792,52.5410563151042
62.7621012369792,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621256510417,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410563151042
62.7621175130208,52.5410481770833
62.7621175130208,52.5410481770833
62.7621175130208,52.5410481770833
62.762109375,52.5410481770833
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.5410563151042
62.762109375,52.541064453125
62.762109375,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.7621012369792,52.541064453125
62.762109375,52.541064453125
62.762109375,52.541064453125
62.762109375,52.541064453125
62.762109375,52.541064453125
62.762109375,52.541064453125
62.762109375,52.541064453125
62.762109375,52.541064453125
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410725911458
62.7621175130208,52.5410807291667
62.7621175130208,52.5410807291667
62.7621175130208,52.5410807291667
62.7621175130208,52.5410888671875
62.7621175130208,52.5410888671875
62.7621256510417,52.5410888671875
62.7621256510417,52.5410888671875
62.7621175130208,52.5410888671875
62.7621175130208,52.5410888671875
62.7621175130208,52.5410888671875
62.7621175130208,52.5410970052083
62.7621175130208,52.5410970052083
62.7621175130208,52.5410970052083
62.7621175130208,52.5410970052083
62.7621175130208,52.5410970052083
62.7621175130208,52.5410970052083
62.7621175130208,52.5410970052083
62.7621175130208,52.5411051432292
62.7621175130208,52.5411051432292
62.7621175130208,52.5411051432292
62.7621175130208,52.5411051432292
62.7621175130208,52.5411051432292
62.7621175130208,52.54111328125
62.7621175130208,52.54111328125
62.7621175130208,52.54111328125
62.7621175130208,52.54111328125
62.7621175130208,52.54111328125
62.7621175130208,52.5411214192708
62.7621175130208,52.5411214192708
62.7621175130208,52.5411214192708
62.7621175130208,52.5411214192708
62.7621175130208,52.5411214192708
62.7621175130208,52.5411295572917
62.7621256510417,52.5411295572917
62.7621256510417,52.5411295572917
62.7621256510417,52.5411295572917
62.7621256510417,52.5411295572917
62.7621337890625,52.5411295572917
62.7621337890625,52.5411295572917
62.7621337890625,52.5411376953125
62.7621337890625,52.5411376953125
62.7621337890625,52.5411376953125
62.7621337890625,52.5411376953125
62.7621419270833,52.5411376953125
62.7621419270833,52.5411376953125
62.7621419270833,52.5411376953125
62.7621419270833,52.5411376953125
62.7621419270833,52.5411376953125
62.7621419270833,52.5411376953125
62.7621419270833,52.5411295572917
62.7621419270833,52.5411295572917
62.7621500651042,52.5411295572917
62.7621500651042,52.5411295572917
62.7621500651042,52.5411295572917
62.7621500651042,52.5411214192708
62.7621500651042,52.5411214192708
62.7621500651042,52.5411214192708
62.762158203125,52.5411214192708
62.762158203125,52.5411214192708
62.762158203125,52.5411214192708
62.762158203125,52.5411214192708
62.7621663411458,52.5411214192708
62.7621663411458,52.5411214192708
62.7621663411458,52.5411214192708
62.7621663411458,52.5411214192708
62.7621744791667,52.5411214192708
62.7621744791667,52.5411214192708
62.7621744791667,52.5411214192708
62.7621744791667,52.5411214192708
62.7621744791667,52.54111328125
62.7621744791667,52.54111328125
62.7621744791667,52.5411051432292
62.7621744791667,52.5411051432292
62.7621744791667,52.5411051432292
62.7621663411458,52.5410970052083
62.7621663411458,52.5410970052083
62.7621663411458,52.5410888671875
62.7621663411458,52.5410888671875
62.762158203125,52.5410807291667
62.762158203125,52.5410807291667
62.762158203125,52.5410807291667
62.762158203125,52.5410807291667
62.7621500651042,52.5410807291667
62.7621500651042,52.5410725911458
62.7621500651042,52.5410725911458
62.7621500651042,52.5410725911458
62.7621500651042,52.5410725911458
62.7621500651042,52.5410725911458
62.7621419270833,52.5410725911458
62.7621419270833,52.5410725911458
62.7621419270833,52.5410725911458
62.7621419270833,52.5410725911458
62.7621419270833,52.5410725911458
62.7621419270833,52.5410725911458
62.7621419270833,52.5410725911458
62.7621500651042,52.541064453125
62.7621500651042,52.541064453125
62.7621500651042,52.541064453125
62.7621500651042,52.541064453125
